28,21,9,26,9
30,12,17,25,17
35,7,21,24,21
7,41,14,5,5
27,17,22,23,22
20,23,13,15,15
42,34,19,27,19
34,7,29,30,29
16,14,31,32,31
20,27,28,18,18
24,38,6,7,7
27,24,8,1,8
24,17,16,20,16
33,17,10,11,10
13,31,12,3,3
28,14,4,2,4
