28,21,Ari,Car,Ari
30,12,Chi,Atl,Chi
35,7,Bal,Pit,Bal
7,41,KC,Buf,Buf
27,17,Cin,Cle,Cin
20,23,Den,Oak,Oak
42,34,GB,NO,GB
34,7,Hou,Ind,Hou
16,14,Jac,Ten,Jac
20,27,TB,Det,Det
24,38,Mia,NE,NE
27,24,NYJ,Dal,NYJ
24,17,SD,Min,SD
33,17,SF,Sea,SF
13,31,StL,Phi,Phi
28,14,Wsh,NYG,Wsh
