1,Metal,Triangles,2011,1,1,Chris,Johnson,32,RB,Clay,5
2,Metal,Triangles,2011,1,2,Adrian,Peterson,20,RB,Clayton,11
3,Metal,Triangles,2011,1,3,Arian,Foster,29,RB,Catherine,9
4,Metal,Triangles,2011,1,4,Maurice,Jones-Drew,31,RB,Loren,8
5,Metal,Triangles,2011,1,5,Jamaal,Charles,14,RB,Tim,4
6,Metal,Triangles,2011,1,6,Aaron,Rodgers,19,QB,Matt,14
7,Metal,Triangles,2011,1,7,Ray,Rice,21,RB,Thomas,2
8,Metal,Triangles,2011,1,8,Tom,Brady,7,QB,Gavin,12
9,Metal,Triangles,2011,1,9,Philip,Rivers,16,QB,Michael,7
10,Metal,Triangles,2011,1,10,Michael,Vick,3,QB,Benjamin,10
11,Metal,Triangles,2011,1,11,Drew,Brees,27,QB,Alex,1
12,Metal,Triangles,2011,1,12,Rashard,Mendenhall,24,RB,Lindsay,13
13,Metal,Triangles,2011,1,13,Ben,Roethlisberger,24,QB,Andrew,3
14,Metal,Triangles,2011,1,14,Frank,Gore,10,RB,Dirk,6
15,Metal,Triangles,2011,2,15,Antonio,Gates,16,TE,Dirk,6
16,Metal,Triangles,2011,2,16,Josh,Freeman,28,QB,Andrew,3
17,Metal,Triangles,2011,2,17,Roddy,White,25,WR,Lindsay,13
18,Metal,Triangles,2011,2,18,Andre,Johnson,29,WR,Alex,1
19,Metal,Triangles,2011,2,19,LeSean,McCoy,3,RB,Benjamin,10
20,Metal,Triangles,2011,2,20,Larry,Fitzgerald,9,WR,Michael,7
21,Metal,Triangles,2011,2,21,Michael,Turner,25,RB,Gavin,12
22,Metal,Triangles,2011,2,22,Greg,Jennings,19,WR,Thomas,2
23,Metal,Triangles,2011,2,23,Calvin,Johnson,18,WR,Matt,14
24,Metal,Triangles,2011,2,24,Matt,Schaub,29,QB,Tim,4
25,Metal,Triangles,2011,2,25,Tony,Romo,1,QB,Loren,8
26,Metal,Triangles,2011,2,26,Eli,Manning,2,QB,Catherine,9
27,Metal,Triangles,2011,2,27,Matt,Ryan,25,QB,Clayton,11
28,Metal,Triangles,2011,2,28,Peyton,Manning,30,QB,Clay,5
29,Metal,Triangles,2011,3,29,Vincent,Jackson,16,WR,Clay,5
30,Metal,Triangles,2011,3,30,Steven,Jackson,12,RB,Clayton,11
31,Metal,Triangles,2011,3,31,Hakeem,Nicks,2,WR,Catherine,9
32,Metal,Triangles,2011,3,32,Dwayne,Bowe,14,WR,Loren,8
33,Metal,Triangles,2011,3,33,Mike,Wallace,24,WR,Tim,4
34,Metal,Triangles,2011,3,34,Reggie,Wayne,30,WR,Matt,14
35,Metal,Triangles,2011,3,35,Darren,McFadden,15,RB,Thomas,2
36,Metal,Triangles,2011,3,36,DeSean,Jackson,3,WR,Gavin,12
37,Metal,Triangles,2011,3,37,Matt,Forte,17,RB,Michael,7
38,Metal,Triangles,2011,3,38,Peyton,Hillis,23,RB,Benjamin,10
39,Metal,Triangles,2011,3,39,Felix,Jones,1,RB,Alex,1
40,Metal,Triangles,2011,3,40,Miles,Austin,1,WR,Lindsay,13
41,Metal,Triangles,2011,3,41,DeAngelo,Williams,26,RB,Andrew,3
42,Metal,Triangles,2011,3,42,Mark,Sanchez,8,QB,Dirk,6
43,Metal,Triangles,2011,4,43,Jeremy,Maclin,3,WR,Dirk,6
44,Metal,Triangles,2011,4,44,Ahmad,Bradshaw,2,RB,Andrew,3
45,Metal,Triangles,2011,4,45,LeGarrette,Blount,28,RB,Lindsay,13
46,Metal,Triangles,2011,4,46,Ryan,Mathews,16,RB,Alex,1
47,Metal,Triangles,2011,4,47,Jermichael,Finley,19,TE,Benjamin,10
48,Metal,Triangles,2011,4,48,Steelers,D/ST,24,D/ST,Michael,7
49,Metal,Triangles,2011,4,49,Knowshon,Moreno,13,RB,Gavin,12
50,Metal,Triangles,2011,4,50,Dez,Bryant,1,WR,Thomas,2
51,Metal,Triangles,2011,4,51,Jahvid,Best,18,RB,Matt,14
52,Metal,Triangles,2011,4,52,BenJarvus,Green-Ellis,7,RB,Tim,4
53,Metal,Triangles,2011,4,53,Beanie,Wells,9,RB,Loren,8
54,Metal,Triangles,2011,4,54,Dallas,Clark,30,TE,Catherine,9
55,Metal,Triangles,2011,4,55,Joe,Flacco,21,QB,Clayton,11
56,Metal,Triangles,2011,4,56,Kevin,Kolb,9,QB,Clay,5
57,Metal,Triangles,2011,5,57,Brandon,Lloyd,13,WR,Clay,5
58,Metal,Triangles,2011,5,58,Marques,Colston,27,WR,Clayton,11
59,Metal,Triangles,2011,5,59,Jonathan,Stewart,26,RB,Catherine,9
60,Metal,Triangles,2011,5,60,Kyle,Orton,13,QB,Loren,8
61,Metal,Triangles,2011,5,61,Sam,Bradford,12,QB,Tim,4
62,Metal,Triangles,2011,5,62,Percy,Harvin,20,WR,Matt,14
63,Metal,Triangles,2011,5,63,Jason,Witten,1,TE,Thomas,2
64,Metal,Triangles,2011,5,64,Matthew,Stafford,18,QB,Gavin,12
65,Metal,Triangles,2011,5,65,Matt,Cassel,14,QB,Michael,7
66,Metal,Triangles,2011,5,66,Santonio,Holmes,8,WR,Benjamin,10
67,Metal,Triangles,2011,5,67,Kenny,Britt,32,WR,Alex,1
68,Metal,Triangles,2011,5,68,Jay,Cutler,17,QB,Lindsay,13
69,Metal,Triangles,2011,5,69,A.J.,Green,22,WR,Andrew,3
70,Metal,Triangles,2011,5,70,Mike,Williams,28,WR,Dirk,6
71,Metal,Triangles,2011,6,71,Steve,Johnson,5,WR,Dirk,6
72,Metal,Triangles,2011,6,72,Wes,Welker,7,WR,Andrew,3
73,Metal,Triangles,2011,6,73,Ryan,Fitzpatrick,5,QB,Lindsay,13
74,Metal,Triangles,2011,6,74,Cam,Newton,26,QB,Alex,1
75,Metal,Triangles,2011,6,75,Shonn,Greene,8,RB,Benjamin,10
76,Metal,Triangles,2011,6,76,Patrick,Willis,10,LB,Michael,7
77,Metal,Triangles,2011,6,77,Vernon,Davis,10,TE,Gavin,12
78,Metal,Triangles,2011,6,78,Cedric,Benson,22,RB,Thomas,2
79,Metal,Triangles,2011,6,79,Greg,Olsen,26,TE,Matt,14
80,Metal,Triangles,2011,6,80,Marcedes,Lewis,31,TE,Tim,4
81,Metal,Triangles,2011,6,81,Rob,Gronkowski,7,TE,Loren,8
82,Metal,Triangles,2011,6,82,Fred,Jackson,5,RB,Catherine,9
83,Metal,Triangles,2011,6,83,Owen,Daniels,29,TE,Clayton,11
84,Metal,Triangles,2011,6,84,Zach,Miller,11,TE,Clay,5
85,Metal,Triangles,2011,7,85,Packers,D/ST,19,D/ST,Clay,5
86,Metal,Triangles,2011,7,86,Jerod,Mayo,7,LB,Clayton,11
87,Metal,Triangles,2011,7,87,Donovan,McNabb,20,QB,Catherine,9
88,Metal,Triangles,2011,7,88,Jets,D/ST,8,D/ST,Loren,8
89,Metal,Triangles,2011,7,89,Ravens,D/ST,21,D/ST,Tim,4
90,Metal,Triangles,2011,7,90,Stephen,Tulloch,18,LB,Matt,14
91,Metal,Triangles,2011,7,91,Mario,Manningham,2,WR,Thomas,2
92,Metal,Triangles,2011,7,92,Anquan,Boldin,21,WR,Gavin,12
93,Metal,Triangles,2011,7,93,Joseph,Addai,30,RB,Michael,7
94,Metal,Triangles,2011,7,94,Alex,Smith,10,QB,Benjamin,10
95,Metal,Triangles,2011,7,95,Eagles,D/ST,3,D/ST,Alex,1
96,Metal,Triangles,2011,7,96,Jimmy,Graham,27,TE,Lindsay,13
97,Metal,Triangles,2011,7,97,Ryan,Grant,19,RB,Andrew,3
98,Metal,Triangles,2011,7,98,Brian,Urlacher,17,LB,Dirk,6
99,Metal,Triangles,2011,8,99,Brandon,Marshall,6,WR,Dirk,6
100,Metal,Triangles,2011,8,100,Austin,Collie,30,WR,Andrew,3
101,Metal,Triangles,2011,8,101,Lawrence,Timmons,24,LB,Lindsay,13
102,Metal,Triangles,2011,8,102,Kellen,Winslow,28,TE,Alex,1
103,Metal,Triangles,2011,8,103,Jon,Beason,26,LB,Benjamin,10
104,Metal,Triangles,2011,8,104,LaRon,Landry,4,S,Michael,7
105,Metal,Triangles,2011,8,105,Patriots,D/ST,7,D/ST,Gavin,12
106,Metal,Triangles,2011,8,106,Mark,Ingram,27,RB,Thomas,2
107,Metal,Triangles,2011,8,107,David,Garrard,FA,QB,Matt,14
108,Metal,Triangles,2011,8,108,Derrick,Johnson,14,LB,Tim,4
109,Metal,Triangles,2011,8,109,Charles,Woodson,19,CB,Loren,8
110,Metal,Triangles,2011,8,110,Bears,D/ST,17,D/ST,Catherine,9
111,Metal,Triangles,2011,8,111,Paul,Posluszny,31,LB,Clayton,11
112,Metal,Triangles,2011,8,112,Nate,Kaeding,16,K,Clay,5
113,Metal,Triangles,2011,9,113,Sidney,Rice,11,WR,Clay,5
114,Metal,Triangles,2011,9,114,Eric,Weddle,16,S,Clayton,11
115,Metal,Triangles,2011,9,115,Patrick,Chung,7,S,Catherine,9
116,Metal,Triangles,2011,9,116,Ray,Lewis,21,LB,Loren,8
117,Metal,Triangles,2011,9,117,Michael,Griffin,32,S,Tim,4
118,Metal,Triangles,2011,9,118,Mike,Thomas,31,WR,Matt,14
119,Metal,Triangles,2011,9,119,Marshawn,Lynch,11,RB,Thomas,2
120,Metal,Triangles,2011,9,120,Brandon,Jacobs,2,RB,Gavin,12
121,Metal,Triangles,2011,9,121,Chad,Greenway,20,LB,Michael,7
122,Metal,Triangles,2011,9,122,Danny,Amendola,12,WR,Benjamin,10
123,Metal,Triangles,2011,9,123,James,Harrison,24,LB,Alex,1
124,Metal,Triangles,2011,9,124,James,Laurinaitis,12,LB,Lindsay,13
125,Metal,Triangles,2011,9,125,Daniel,Thomas,6,RB,Andrew,3
126,Metal,Triangles,2011,9,126,Falcons,D/ST,25,D/ST,Dirk,6
127,Metal,Triangles,2011,10,127,Matt,Hasselbeck,32,QB,Dirk,6
128,Metal,Triangles,2011,10,128,Saints,D/ST,27,D/ST,Andrew,3
129,Metal,Triangles,2011,10,129,Reggie,Bush,6,RB,Lindsay,13
130,Metal,Triangles,2011,10,130,Eric,Berry,14,S,Alex,1
131,Metal,Triangles,2011,10,131,DeMeco,Ryans,29,LB,Benjamin,10
132,Metal,Triangles,2011,10,132,Jason,Campbell,15,QB,Michael,7
133,Metal,Triangles,2011,10,133,London,Fletcher,4,LB,Gavin,12
134,Metal,Triangles,2011,10,134,Pierre,Garcon,30,WR,Thomas,2
135,Metal,Triangles,2011,10,135,James,Anderson,26,LB,Matt,14
136,Metal,Triangles,2011,10,136,DeAngelo,Hall,4,CB,Tim,4
137,Metal,Triangles,2011,10,137,Desmond,Bishop,19,LB,Loren,8
138,Metal,Triangles,2011,10,138,Santana,Moss,4,WR,Catherine,9
139,Metal,Triangles,2011,10,139,Chargers,D/ST,16,D/ST,Clayton,11
140,Metal,Triangles,2011,10,140,Brian,Cushing,29,LB,Clay,5
141,Metal,Triangles,2011,11,141,Clay,Matthews,19,LB,Clay,5
142,Metal,Triangles,2011,11,142,Neil,Rackers,29,K,Clayton,11
143,Metal,Triangles,2011,11,143,Barrett,Ruud,32,LB,Catherine,9
144,Metal,Triangles,2011,11,144,Josh,Brown,12,K,Loren,8
145,Metal,Triangles,2011,11,145,Nick,Folk,8,K,Tim,4
146,Metal,Triangles,2011,11,146,Ryan,Longwell,20,K,Matt,14
147,Metal,Triangles,2011,11,147,James,Starks,19,RB,Thomas,2
148,Metal,Triangles,2011,11,148,A.J.,Hawk,19,LB,Gavin,12
149,Metal,Triangles,2011,11,149,Brandon,Pettigrew,18,TE,Michael,7
150,Metal,Triangles,2011,11,150,T.J.,Ward,23,S,Benjamin,10
151,Metal,Triangles,2011,11,151,Lee,Evans,21,WR,Alex,1
152,Metal,Triangles,2011,11,152,Lions,D/ST,18,D/ST,Lindsay,13
153,Metal,Triangles,2011,11,153,Terrell,Thomas,2,CB,Andrew,3
154,Metal,Triangles,2011,11,154,Tim,Hightower,4,RB,Dirk,6
155,Metal,Triangles,2011,12,155,Pierre,Thomas,27,RB,Dirk,6
156,Metal,Triangles,2011,12,156,Bernard,Pollard,21,S,Andrew,3
157,Metal,Triangles,2011,12,157,Yeremiah,Bell,6,S,Lindsay,13
158,Metal,Triangles,2011,12,158,Julio,Jones,25,WR,Alex,1
159,Metal,Triangles,2011,12,159,Chad,Ochocinco,7,WR,Benjamin,10
160,Metal,Triangles,2011,12,160,Steve,Smith,26,WR,Michael,7
161,Metal,Triangles,2011,12,161,Michael,Bush,15,RB,Gavin,12
162,Metal,Triangles,2011,12,162,Johnny,Knox,17,WR,Thomas,2
163,Metal,Triangles,2011,12,163,Donte,Whitner,10,S,Matt,14
164,Metal,Triangles,2011,12,164,Roy,Williams,17,WR,Tim,4
165,Metal,Triangles,2011,12,165,Malcom,Floyd,16,WR,Loren,8
166,Metal,Triangles,2011,12,166,Curtis,Lofton,25,LB,Catherine,9
167,Metal,Triangles,2011,12,167,Plaxico,Burress,8,WR,Clayton,11
168,Metal,Triangles,2011,12,168,Devin,McCourty,7,CB,Clay,5
